"scenario","region","subRegion","param","sources","class","x","xLabel","vintage","units","aggregate","classLabel","classPalette","origScen","origQuery","origUnits","origX","value"
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2030,"Year","Vint_2030","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2030,5.35328046571017
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2030,"Year","Vint_2030","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2030,30.9804639722549
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2035,"Year","Vint_2035","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2035,5.35328046571016
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2035,"Year","Vint_2035","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2035,52.5395064534189
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2040,"Year","Vint_2040","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2040,5.35340563594178
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2040,"Year","Vint_2040","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2040,84.6788648591073
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2045,"Year","Vint_2045","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2045,5.35328046571017
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2045,"Year","Vint_2045","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2045,125.331263758139
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2050,"Year","Vint_2050","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2050,5.35328046571016
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2050,"Year","Vint_2050","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2050,175.014046631248
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2055,"Year","Vint_2055","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2055,5.35328046571017
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2055,"Year","Vint_2055","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2055,231.603268656459
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2060,"Year","Vint_2060","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2060,5.35328046571016
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2060,"Year","Vint_2060","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2060,291.938859784132
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2065,"Year","Vint_2065","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2065,5.35340563594179
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2065,"Year","Vint_2065","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2065,348.455149885862
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2070,"Year","Vint_2070","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2070,5.35328046571015
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2070,"Year","Vint_2070","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2070,398.912875193954
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2075,"Year","Vint_2075","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2075,5.35328046571017
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2075,"Year","Vint_2075","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2075,444.768748813267
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2080,"Year","Vint_2080","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2080,5.35328046571017
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2080,"Year","Vint_2080","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2080,458.461391663402
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2085,"Year","Vint_2085","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2085,5.35328046571017
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2085,"Year","Vint_2085","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2085,460.270719264098
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2090,"Year","Vint_2090","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2090,5.35340563594177
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2090,"Year","Vint_2090","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2090,446.366613818745
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2095,"Year","Vint_2095","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2095,5.35328046571017
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2095,"Year","Vint_2095","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2095,413.048509568405
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2100,"Year","Vint_2100","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2100,5.35328046571017
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapCost","Sources","class2",2100,"Year","Vint_2100","New Elec Cap Cost (Billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2100,382.923979013984
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapGW","Sources","class2",2015,"Year","Vint_2015","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2015,7.97488551476333
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapGW","Sources","class2",2020,"Year","Vint_2020","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2020,4.85715401626755
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapGW","Sources","class2",2025,"Year","Vint_2025","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2025,8.3221462783729
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapGW","Sources","class2",2030,"Year","Vint_2030","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2030,22.3029692839941
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapGW","Sources","class2",2035,"Year","Vint_2035","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2035,34.9628085831547
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapGW","Sources","class2",2040,"Year","Vint_2040","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2040,54.1664013204921
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapGW","Sources","class2",2045,"Year","Vint_2045","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2045,79.3584946306968
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapGW","Sources","class2",2050,"Year","Vint_2050","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2050,111.501966979707
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapGW","Sources","class2",2055,"Year","Vint_2055","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2055,148.397837755605
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapGW","Sources","class2",2060,"Year","Vint_2060","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2060,186.103151086327
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapGW","Sources","class2",2065,"Year","Vint_2065","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2065,221.558400745901
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapGW","Sources","class2",2070,"Year","Vint_2070","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2070,252.73085098556
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapGW","Sources","class2",2075,"Year","Vint_2075","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2075,280.207341490365
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapGW","Sources","class2",2080,"Year","Vint_2080","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2080,286.886544001893
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapGW","Sources","class2",2085,"Year","Vint_2085","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2085,284.981449334364
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapGW","Sources","class2",2090,"Year","Vint_2090","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2090,272.279231859276
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapGW","Sources","class2",2095,"Year","Vint_2095","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2095,245.621641512196
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Africa_Western","Africa_Western","elecNewCapGW","Sources","class2",2100,"Year","Vint_2100","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2100,219.585295935482
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureCost","Sources","class2",2015,"Year","Vint_2015","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2015,0
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureCost","Sources","class2",2020,"Year","Vint_2020","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2020,-0.993950564602843
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureCost","Sources","class2",2025,"Year","Vint_2025","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2025,-8.79634011109779e-06
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureCost","Sources","class2",2030,"Year","Vint_2030","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2030,-0.00848923923043203
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureCost","Sources","class2",2035,"Year","Vint_2035","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2035,-0.0048597246344309
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureCost","Sources","class2",2040,"Year","Vint_2040","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2040,-0.13080184804886
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureCost","Sources","class2",2045,"Year","Vint_2045","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2045,-0.26574156766088
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureCost","Sources","class2",2050,"Year","Vint_2050","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2050,-0.0573375451638878
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureCost","Sources","class2",2055,"Year","Vint_2055","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2055,-0.037147265600669
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureCost","Sources","class2",2060,"Year","Vint_2060","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2060,-0.0058189272926147
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureCost","Sources","class2",2065,"Year","Vint_2065","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2065,-0.00119980401808119
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureCost","Sources","class2",2070,"Year","Vint_2070","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2070,-0.00015243100427028
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureCost","Sources","class2",2075,"Year","Vint_2075","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2075,0
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureCost","Sources","class2",2080,"Year","Vint_2080","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2080,0
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureCost","Sources","class2",2085,"Year","Vint_2085","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2085,0
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureCost","Sources","class2",2090,"Year","Vint_2090","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2090,-0.000287939889576777
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureCost","Sources","class2",2095,"Year","Vint_2095","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2095,-0.00148294473851509
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureCost","Sources","class2",2100,"Year","Vint_2100","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2100,0
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureGW","Sources","class2",2015,"Year","Vint_2015","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2015,0
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureGW","Sources","class2",2020,"Year","Vint_2020","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2020,-0.641141158861514
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureGW","Sources","class2",2025,"Year","Vint_2025","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2025,-1.75543591018748e-06
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureGW","Sources","class2",2030,"Year","Vint_2030","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2030,-0.00557561093547156
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureGW","Sources","class2",2035,"Year","Vint_2035","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2035,-0.00331454542842366
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureGW","Sources","class2",2040,"Year","Vint_2040","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2040,-0.114910850665476
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureGW","Sources","class2",2045,"Year","Vint_2045","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2045,-0.262016438695849
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureGW","Sources","class2",2050,"Year","Vint_2050","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2050,-0.0533781029292878
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureGW","Sources","class2",2055,"Year","Vint_2055","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2055,-0.0449493096456801
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureGW","Sources","class2",2060,"Year","Vint_2060","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2060,-0.0150194508101881
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Argentina","Argentina","elecAnnualRetPrematureGW","Sources","class2",2065,"Year","Vint_2065","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2065,-0.00458678177688099
