"scenario","region","subRegion","param","sources","class","x","xLabel","vintage","units","aggregate","classLabel","classPalette","origScen","origQuery","origUnits","origX","value"
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Eastern","Europe_Eastern","elecNewCapGW","Sources","class2",2045,"Year","Vint_2045","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2045,7.42808120797243
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Eastern","Europe_Eastern","elecNewCapGW","Sources","class2",2050,"Year","Vint_2050","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2050,6.30234238270262
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Eastern","Europe_Eastern","elecNewCapGW","Sources","class2",2055,"Year","Vint_2055","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2055,5.84029003384971
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Eastern","Europe_Eastern","elecNewCapGW","Sources","class2",2060,"Year","Vint_2060","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2060,5.40346825151631
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Eastern","Europe_Eastern","elecNewCapGW","Sources","class2",2065,"Year","Vint_2065","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2065,5.08717740273507
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Eastern","Europe_Eastern","elecNewCapGW","Sources","class2",2070,"Year","Vint_2070","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2070,2.98321019204852
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Eastern","Europe_Eastern","elecNewCapGW","Sources","class2",2075,"Year","Vint_2075","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2075,3.7032434985014
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Eastern","Europe_Eastern","elecNewCapGW","Sources","class2",2080,"Year","Vint_2080","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2080,3.70629584271891
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Eastern","Europe_Eastern","elecNewCapGW","Sources","class2",2085,"Year","Vint_2085","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2085,2.4217627545253
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Eastern","Europe_Eastern","elecNewCapGW","Sources","class2",2090,"Year","Vint_2090","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2090,2.38937597108463
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Eastern","Europe_Eastern","elecNewCapGW","Sources","class2",2095,"Year","Vint_2095","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2095,2.27704504066618
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Eastern","Europe_Eastern","elecNewCapGW","Sources","class2",2100,"Year","Vint_2100","New Elec Cap (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2100,2.64141519563735
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureCost","Sources","class2",2015,"Year","Vint_2015","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2015,0
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureCost","Sources","class2",2020,"Year","Vint_2020","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2020,-0.303309611279436
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureCost","Sources","class2",2025,"Year","Vint_2025","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2025,-0.00883035942111529
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureCost","Sources","class2",2030,"Year","Vint_2030","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2030,-0.0144829200045446
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureCost","Sources","class2",2035,"Year","Vint_2035","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2035,-0.0232472447962617
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureCost","Sources","class2",2040,"Year","Vint_2040","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2040,-0.0124811245887753
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureCost","Sources","class2",2045,"Year","Vint_2045","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2045,-0.0238928800068847
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureCost","Sources","class2",2050,"Year","Vint_2050","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2050,-0.0292197165386389
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureCost","Sources","class2",2055,"Year","Vint_2055","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2055,-0.0245351960215803
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureCost","Sources","class2",2060,"Year","Vint_2060","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2060,-0.0085902786493525
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureCost","Sources","class2",2065,"Year","Vint_2065","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2065,-0.009624724106548
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureCost","Sources","class2",2070,"Year","Vint_2070","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2070,-0.0176379997414312
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureCost","Sources","class2",2075,"Year","Vint_2075","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2075,-0.0104967865762831
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureCost","Sources","class2",2080,"Year","Vint_2080","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2080,-0.00332296306021596
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureCost","Sources","class2",2085,"Year","Vint_2085","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2085,-0.00254416548079569
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureCost","Sources","class2",2090,"Year","Vint_2090","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2090,-0.000396501797779941
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureCost","Sources","class2",2095,"Year","Vint_2095","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2095,-0.000594025569355634
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureCost","Sources","class2",2100,"Year","Vint_2100","Premature Elec Retire Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2100,-4.6541833392282e-07
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureGW","Sources","class2",2015,"Year","Vint_2015","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2015,0
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureGW","Sources","class2",2020,"Year","Vint_2020","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2020,-0.201843403653559
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureGW","Sources","class2",2025,"Year","Vint_2025","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2025,-0.00679410292015072
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureGW","Sources","class2",2030,"Year","Vint_2030","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2030,-0.00304237445670688
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureGW","Sources","class2",2035,"Year","Vint_2035","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2035,-0.00608277578138957
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureGW","Sources","class2",2040,"Year","Vint_2040","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2040,-0.00374561025230766
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureGW","Sources","class2",2045,"Year","Vint_2045","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2045,-0.00774124350921092
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureGW","Sources","class2",2050,"Year","Vint_2050","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2050,-0.0157316443087209
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureGW","Sources","class2",2055,"Year","Vint_2055","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2055,-0.0158382953026077
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureGW","Sources","class2",2060,"Year","Vint_2060","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2060,-0.00925215449864821
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureGW","Sources","class2",2065,"Year","Vint_2065","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2065,-0.00941091895315537
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureGW","Sources","class2",2070,"Year","Vint_2070","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2070,-0.0131391969999257
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureGW","Sources","class2",2075,"Year","Vint_2075","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2075,-0.010424343853987
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureGW","Sources","class2",2080,"Year","Vint_2080","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2080,-0.00428608910680446
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureGW","Sources","class2",2085,"Year","Vint_2085","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2085,-0.00298382948256616
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureGW","Sources","class2",2090,"Year","Vint_2090","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2090,-0.000727897658990345
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureGW","Sources","class2",2095,"Year","Vint_2095","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2095,-0.000768919875981147
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecAnnualRetPrematureGW","Sources","class2",2100,"Year","Vint_2100","Premature Elec Retire (GW)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","GW",2100,-2.74923896719179e-06
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecCumCapCost","Sources","class2",2015,"Year","Vint_2015","New Elec Cap Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2015,0
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecCumCapCost","Sources","class2",2015,"Year","Vint_2015","New Elec Cap Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2015,0
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecCumCapCost","Sources","class2",2020,"Year","Vint_2020","New Elec Cap Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2020,0.9005998164699
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecCumCapCost","Sources","class2",2020,"Year","Vint_2020","New Elec Cap Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2020,100.624675332072
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecCumCapCost","Sources","class2",2025,"Year","Vint_2025","New Elec Cap Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2025,1.80119963293979
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecCumCapCost","Sources","class2",2025,"Year","Vint_2025","New Elec Cap Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2025,127.839694513795
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecCumCapCost","Sources","class2",2030,"Year","Vint_2030","New Elec Cap Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2030,2.70179944940969
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecCumCapCost","Sources","class2",2030,"Year","Vint_2030","New Elec Cap Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2030,164.341502676156
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecCumCapCost","Sources","class2",2035,"Year","Vint_2035","New Elec Cap Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2035,3.60239926587959
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecCumCapCost","Sources","class2",2035,"Year","Vint_2035","New Elec Cap Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2035,198.98375362191
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecCumCapCost","Sources","class2",2040,"Year","Vint_2040","New Elec Cap Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2040,4.50299908234949
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecCumCapCost","Sources","class2",2040,"Year","Vint_2040","New Elec Cap Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2040,233.399321648244
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecCumCapCost","Sources","class2",2045,"Year","Vint_2045","New Elec Cap Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2045,5.40359889881939
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecCumCapCost","Sources","class2",2045,"Year","Vint_2045","New Elec Cap Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2045,266.000384608341
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecCumCapCost","Sources","class2",2050,"Year","Vint_2050","New Elec Cap Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2050,6.30419871528929
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecCumCapCost","Sources","class2",2050,"Year","Vint_2050","New Elec Cap Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2050,293.683796127452
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecCumCapCost","Sources","class2",2055,"Year","Vint_2055","New Elec Cap Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2055,7.20467336152757
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecCumCapCost","Sources","class2",2055,"Year","Vint_2055","New Elec Cap Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2055,318.102710736305
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecCumCapCost","Sources","class2",2060,"Year","Vint_2060","New Elec Cap Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2060,8.10527317799747
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecCumCapCost","Sources","class2",2060,"Year","Vint_2060","New Elec Cap Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2060,341.535164694672
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecCumCapCost","Sources","class2",2065,"Year","Vint_2065","New Elec Cap Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2065,9.00587299446737
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecCumCapCost","Sources","class2",2065,"Year","Vint_2065","New Elec Cap Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2065,365.106423675605
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecCumCapCost","Sources","class2",2070,"Year","Vint_2070","New Elec Cap Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2070,9.90647281093727
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecCumCapCost","Sources","class2",2070,"Year","Vint_2070","New Elec Cap Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2070,386.243590635086
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecCumCapCost","Sources","class2",2075,"Year","Vint_2075","New Elec Cap Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2075,10.8070726274072
"jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","Europe_Non_EU","Europe_Non_EU","elecCumCapCost","Sources","class2",2075,"Year","Vint_2075","New Elec Cap Cost (billion 2015 USD)","sum","classLabel2","classPalette2","jaw_LAC_s2e0hcif0c0i0b0n0l0t0h0","elec gen by gen tech and cooling tech and vintage","billion 2015 USD",2075,406.748378790266
