electricity,solar,CSP_storage,1975,2270,
electricity,solar,CSP_storage,1990,2270,
electricity,solar,CSP_storage,2005,2270,
electricity,solar,CSP_storage,2010,2270,
electricity,solar,CSP_storage,2015,2270,
electricity,solar,CSP_storage,2020,1622,
electricity,solar,CSP_storage,2025,1217,
electricity,solar,CSP_storage,2030,964,
electricity,solar,CSP_storage,2035,807,
electricity,solar,CSP_storage,2040,708,
electricity,solar,CSP_storage,2045,647,
electricity,solar,CSP_storage,2050,608,
electricity,solar,CSP_storage,2055,585,
electricity,solar,CSP_storage,2060,570,
electricity,solar,CSP_storage,2065,560,
electricity,solar,CSP_storage,2070,555,
electricity,solar,CSP_storage,2075,551,
electricity,solar,CSP_storage,2080,549,
electricity,solar,CSP_storage,2085,547,
electricity,solar,CSP_storage,2090,546,
electricity,solar,CSP_storage,2095,546,
electricity,solar,CSP_storage,2100,545,
electricity,solar,PV_storage,1975,1896,
electricity,solar,PV_storage,1990,1896,
electricity,solar,PV_storage,2005,1896,
electricity,solar,PV_storage,2010,1896,
electricity,solar,PV_storage,2015,1896,
electricity,solar,PV_storage,2020,1283,
electricity,solar,PV_storage,2025,900,
electricity,solar,PV_storage,2030,662,
electricity,solar,PV_storage,2035,513,
electricity,solar,PV_storage,2040,420,
electricity,solar,PV_storage,2045,362,
electricity,solar,PV_storage,2050,326,
electricity,solar,PV_storage,2055,303,
electricity,solar,PV_storage,2060,289,
electricity,solar,PV_storage,2065,280,
electricity,solar,PV_storage,2070,275,
electricity,solar,PV_storage,2075,271,
electricity,solar,PV_storage,2080,269,
electricity,solar,PV_storage,2085,268,
electricity,solar,PV_storage,2090,267,
electricity,solar,PV_storage,2095,266,
electricity,solar,PV_storage,2100,266,
electricity,solar,CSP,1975,1362,
electricity,solar,CSP,1990,1362,
electricity,solar,CSP,2005,1362,
electricity,solar,CSP,2010,1362,
electricity,solar,CSP,2015,1362,
electricity,solar,CSP,2020,916,
electricity,solar,CSP,2025,652,
electricity,solar,CSP,2030,497,
electricity,solar,CSP,2035,405,
electricity,solar,CSP,2040,351,
electricity,solar,CSP,2045,319,
electricity,solar,CSP,2050,300,
electricity,solar,CSP,2055,289,
electricity,solar,CSP,2060,282,
electricity,solar,CSP,2065,278,
electricity,solar,CSP,2070,276,
electricity,solar,CSP,2075,274,
electricity,solar,CSP,2080,274,
electricity,solar,CSP,2085,273,
electricity,solar,CSP,2090,273,
electricity,solar,CSP,2095,273,
electricity,solar,CSP,2100,273,
electricity,solar,PV,1975,667,
electricity,solar,PV,1990,667,
electricity,solar,PV,2005,667,
electricity,solar,PV,2010,667,
electricity,solar,PV,2015,667,
electricity,solar,PV,2020,402,
electricity,solar,PV,2025,263,
electricity,solar,PV,2030,189,
electricity,solar,PV,2035,150,
electricity,solar,PV,2040,130,
electricity,solar,PV,2045,119,
electricity,solar,PV,2050,113,
electricity,solar,PV,2055,110,
electricity,solar,PV,2060,108,
electricity,solar,PV,2065,108,
electricity,solar,PV,2070,107,
electricity,solar,PV,2075,107,
electricity,solar,PV,2080,107,
electricity,solar,PV,2085,107,
electricity,solar,PV,2090,107,
electricity,solar,PV,2095,107,
electricity,solar,PV,2100,107,
elect_td_bld,rooftop_pv,rooftop_pv,1975,1083,
elect_td_bld,rooftop_pv,rooftop_pv,1990,1083,
elect_td_bld,rooftop_pv,rooftop_pv,2005,1083,
elect_td_bld,rooftop_pv,rooftop_pv,2010,1083,
elect_td_bld,rooftop_pv,rooftop_pv,2015,1083,
elect_td_bld,rooftop_pv,rooftop_pv,2020,621,
elect_td_bld,rooftop_pv,rooftop_pv,2025,391,
elect_td_bld,rooftop_pv,rooftop_pv,2030,276,
elect_td_bld,rooftop_pv,rooftop_pv,2035,219,
elect_td_bld,rooftop_pv,rooftop_pv,2040,191,
elect_td_bld,rooftop_pv,rooftop_pv,2045,177,
elect_td_bld,rooftop_pv,rooftop_pv,2050,169,
elect_td_bld,rooftop_pv,rooftop_pv,2055,166,
elect_td_bld,rooftop_pv,rooftop_pv,2060,164,
elect_td_bld,rooftop_pv,rooftop_pv,2065,163,
elect_td_bld,rooftop_pv,rooftop_pv,2070,163,
elect_td_bld,rooftop_pv,rooftop_pv,2075,163,
elect_td_bld,rooftop_pv,rooftop_pv,2080,163,
elect_td_bld,rooftop_pv,rooftop_pv,2085,162,
elect_td_bld,rooftop_pv,rooftop_pv,2090,162,
elect_td_bld,rooftop_pv,rooftop_pv,2095,162,
elect_td_bld,rooftop_pv,rooftop_pv,2100,162,
