electricity,wind,wind_storage,1975,1681,
electricity,wind,wind_storage,1990,1681,
electricity,wind,wind_storage,2005,1681,
electricity,wind,wind_storage,2010,1681,
electricity,wind,wind_storage,2015,1681,
electricity,wind,wind_storage,2020,1631,
electricity,wind,wind_storage,2025,1588,
electricity,wind,wind_storage,2030,1551,
electricity,wind,wind_storage,2035,1520,
electricity,wind,wind_storage,2040,1493,
electricity,wind,wind_storage,2045,1469,
electricity,wind,wind_storage,2050,1449,
electricity,wind,wind_storage,2055,1432,
electricity,wind,wind_storage,2060,1417,
electricity,wind,wind_storage,2065,1405,
electricity,wind,wind_storage,2070,1394,
electricity,wind,wind_storage,2075,1384,
electricity,wind,wind_storage,2080,1376,
electricity,wind,wind_storage,2085,1370,
electricity,wind,wind_storage,2090,1364,
electricity,wind,wind_storage,2095,1359,
electricity,wind,wind_storage,2100,1354,
electricity,wind,wind,1975,451,
electricity,wind,wind,1990,451,
electricity,wind,wind,2005,451,
electricity,wind,wind,2010,451,
electricity,wind,wind,2015,451,
electricity,wind,wind,2020,433,
electricity,wind,wind,2025,433,
electricity,wind,wind,2030,433,
electricity,wind,wind,2035,433,
electricity,wind,wind,2040,433,
electricity,wind,wind,2045,433,
electricity,wind,wind,2050,433,
electricity,wind,wind,2055,433,
electricity,wind,wind,2060,433,
electricity,wind,wind,2065,433,
electricity,wind,wind,2070,433,
electricity,wind,wind,2075,433,
electricity,wind,wind,2080,433,
electricity,wind,wind,2085,433,
electricity,wind,wind,2090,433,
electricity,wind,wind,2095,433,
electricity,wind,wind,2100,433,
electricity,wind,wind_offshore,1975,1118,
electricity,wind,wind_offshore,1990,1118,
electricity,wind,wind_offshore,2005,1118,
electricity,wind,wind_offshore,2010,1118,
electricity,wind,wind_offshore,2015,1118,
electricity,wind,wind_offshore,2020,1000,
electricity,wind,wind_offshore,2025,1000,
electricity,wind,wind_offshore,2030,1000,
electricity,wind,wind_offshore,2035,1000,
electricity,wind,wind_offshore,2040,1000,
electricity,wind,wind_offshore,2045,1000,
electricity,wind,wind_offshore,2050,1000,
electricity,wind,wind_offshore,2055,1000,
electricity,wind,wind_offshore,2060,1000,
electricity,wind,wind_offshore,2065,1000,
electricity,wind,wind_offshore,2070,1000,
electricity,wind,wind_offshore,2075,1000,
electricity,wind,wind_offshore,2080,1000,
electricity,wind,wind_offshore,2085,1000,
electricity,wind,wind_offshore,2090,1000,
electricity,wind,wind_offshore,2095,1000,
electricity,wind,wind_offshore,2100,1000,
